index	original	translation	scores	mean	z_scores	z_mean	model_scores
1335	"Kevin briefly dated Sally Reid, Vaseline's widow Marion, and Remy, who moored her yacht next to Kevin's houseboat."	"Kevin datierte kurz Sally Reid, Vaselines Witwe Marion, und Remy, die ihre Yacht neben Kevin 's Hausboot ankerten."	"[88, 76, 82]"	82	"[-0.2233081539990433, -0.4247618509526743, -0.03720015570545952]"	-0.228423387	-0.243878499
1336	"The second launch of the Fishbowl series, ""Bluegill"", carried an active warhead."	"Der zweite Start der Fishbowserie, ""Bluegill"", trug einen aktiven Sprengkopf."	"[100, 74, 100]"	91.33333333	"[0.2654514735602496, -0.6270457621312975, 0.37321150863630664]"	0.003872407	-0.400511801
1337	Beira remained largely inaccessible through 20 March with infrastructure devastated and floodwaters yet to recede.	"Beira blieb bis zum 20. März weitgehend unzugänglich, da die Infrastruktur verwüstet war und die Überschwemmungen zurückgingen."	"[93, 78, 86]"	85.66666667	"[0.22412516435479046, -0.23458970556018363, 0.1833624696120152]"	0.057632643	-0.460476816
1338	Tractate Zavim in the Mishnah and Tosefta interpreted the laws of male genital discharges in	Tractate Zavim in der Mischna und Tosefta interpretiert die Gesetze der männlichen genitalen Entladungen in	"[100, 77, 94]"	90.33333333	"[0.2654514735602496, 0.3948448277206306, 0.3136118280255572]"	0.324636043	-0.21742031
1339	The silent film Old Ironsides portrayed Constitution during the First Barbary War.	Der Stummfilm Old Ironside porträtierte die Verfassung während des Ersten Barbarei-Krieges.	"[92, 77, 93]"	87.33333333	"[0.5622828577720874, -0.32967577825642896, 0.22412516435479046]"	0.152244081	-0.369767398
1340	"Momigliano, Arnaldo, On Pagans, Jews, and Christians, reprint, Wesleyan University Press, 1987."	"Momigliano, Arnaldo, On Pagans, Juden und Christen, Nachdruck, Wesleyan University Press, 1987."	"[85, 76, 93]"	84.66666667	"[0.17194831010718536, -0.4247618509526743, 0.22412516435479046]"	-0.009562792	-0.199688122
1341	"The season aired on Wednesdays, Thursdays, and Saturdays on CBS, with the live eviction episodes occurring on Thursdays."	"Die Saison ausgestrahlt mittwochs, donnerstags und samstags auf CBS, mit der Live-Räumung Episoden auftreten donnerstags."	"[100, 71, 78]"	83	"[0.2654514735602496, -0.9001922144339011, 0.006776364268776851]"	-0.209321459	-0.327616602
1342	"The Tshwane Regiment, A reserve motorised infantry regiment of the South African Army."	"Das Tshwane Regiment, Eine Reserve motorisierte Infanterie Regiment der südafrikanischen Armee."	"[69, 76, 61]"	68.66666667	"[-1.9235547637436115, -0.4247618509526743, -1.1951539386222017]"	-1.181156851	-0.271823049
1343	"Levy would continue to feud with Pillman and Armstrong, before feuding with Johnny B. Badd."	"Levy würde weiterhin mit Pillman und Armstrong feuchten, bevor sie mit Johnny B. Badd feuchten."	"[81, 82, 100]"	87.66666667	"[0.4821429590688326, 0.14575458522479776, 0.2654514735602496]"	0.297783006	-0.359971434
1344	"There, Eusebius of Nicomedia and other supporters of Arius deposed Athanasius."	Dort entsetzte Eusebius von Nicomedia und andere Unterstützer von Arius Athanasius.	"[100, 82, 81]"	87.66666667	"[0.2654514735602496, 0.6405984906688512, -1.2167738389730587]"	-0.103574625	-0.311616957
1345	"A Virgin Media writer branded him a ""sensitive hunk""."	"Ein Virgin Media Schriftsteller beschrieb ihn als ""sensiblen Hunk""."	"[100, 86, 82]"	89.33333333	"[0.2654514735602496, 0.5260988760097791, 0.6405984906688512]"	0.477382947	-0.430653304
1346	A quartz porphyry has intruded mafic and rhyolitic lava flows and a dike of diorite.	Ein Quarzporphyr hat mafic und rhyolitische Lavaströme und einen Dioritdeich eingedrungen.	"[95, 78, 75]"	82.66666667	"[0.40309849169632395, -0.23458970556018363, -0.7710488194779886]"	-0.200846678	-0.341100156
1347	"Marcus Petillius M. l. Heraclida, a freedman named in a dedicatory inscription from Rome."	"Marcus Petillius M. l. Heraclida, ein Freier, der in einer Widmungsschrift aus Rom benannt ist."	"[86, 96, 91]"	91	"[0.5260988760097791, 0.4925851553670907, 0.7543198362388529]"	0.591001289	-0.30937618
1348	"In the West Bengal Legislative Assembly election, 2011 RCPI fielded Yar Mullick in Santipur and Kamal Hassan in Hansan."	"In der West Bengalen Legislative Assembly Wahl, 2011 RCPI Feldzug Yar Mullick in Santipur und Kamal Hassan in Hansan."	"[90, 69, 80]"	79.66666667	"[-0.0443348266575098, -1.0903643598263917, -0.14748146836419687]"	-0.427393552	-0.2187884
1349	"In 2007, he auctioned a luncheon with himself that raised a final bid of $650,100 for the Glide Foundation."	"Im Jahr 2007 versteigert er ein Mittagessen mit sich selbst, die ein endgültiges Gebot von $650,100 für die Glide Foundation erhoben."	"[68, 73, 63]"	68	"[-2.7297281752450844, -0.7100200690414104, -1.4086128129541706]"	-1.616120352	-0.415436745
1350	"Hamlet picks up the skull, saying ""alas, poor Yorick"" as he contemplates mortality."	"Hamlet nimmt den Schädel auf und sagt ""Ach, armer Yorick"", während er über die Sterblichkeit nachdenkt."	"[100, 76, 93]"	89.66666667	"[0.2654514735602496, -0.31013469893126033, 0.22412516435479046]"	0.05981398	-0.445480138
1351	"When Richard refuses, Hurley secretly walks to the Black Rock and defuses the remaining dynamite."	"Als Richard sich weigert, geht Hurley heimlich zum Black Rock und entschärft den verbleibenden Dynamit."	"[100, 84, 100]"	94.66666667	"[0.2654514735602496, 0.33592673061728845, 0.6946992867901757]"	0.43202583	-0.325893044
1352	Second line immigrated to Norway in 1600s whit colonel Jørgen Otto Brockenhuus.	Zweite Linie emigrierte nach Norwegen in 1600er Jahren mit Oberst Jørgen Otto Brockenhuus.	"[82, 100, 91]"	91	"[0.14575458522479776, 0.8505318100501577, 0.5065207795342442]"	0.500935725	-0.280628502
1353	Love then separated from The BroMans after they disbanded in April 2015.	"Die Liebe trennte sich dann von The BroMans, nachdem sie sich im April 2015 aufgelöst hatten."	"[100, 100, 100]"	100	"[0.2654514735602496, 1.857303893757214, 0.6419452159768436]"	0.921566861	-0.288741589
1354	"In August, Governor William Berkeley stormed Opechancanough's stronghold and captured him."	Im August stürmte Gouverneur William Berkeley Opechancanough 's Festung und eroberte ihn.	"[100, 77, 99, 40, 65, 49]"	71.66666667	"[0.2654514735602496, -0.32967577825642896, 0.7610451463793909, -1.2949491214775863, -0.24062326775404502, -0.7401558908226167]"	-0.26315124	-0.231497422
1355	Karzai dispatched Afghan National Army troops to Herat.	Karsai entsandte Truppen der afghanischen Nationalarmee nach Herat.	"[100, 83, 100]"	94.33333333	"[0.2654514735602496, 0.7990540222688698, 0.37321150863630664]"	0.479239001	-0.211565331
1356	The Alkhalifa conquered and expelled the Persians from Bahrain after defeating them.	"Die Alkhalifa eroberte und vertrieb die Perser aus Bahrain, nachdem sie sie besiegt hatten."	"[100, 81, 88]"	89.66666667	"[0.2654514735602496, 0.4821429590688326, 0.6072600788454091]"	0.45161817	-0.298123032
1357	Barnwell complained bitterly in his journal about all his troubles with them.	Barnwell beklagte sich in seinem Tagebuch bitter über all seine Probleme mit ihnen.	"[81, 87, 84]"	84	"[0.4821429590688326, 0.6211849487060245, 1.9554084284013091]"	1.019578779	-0.381922632
1358	His Indian scouts killed and mutilated four elderly and weak Kiowas.	Seine indischen Pfadfinder töteten und verstümmelten vier ältere und schwache Kiowas.	"[89, 87, 100]"	92	"[-0.13382149032827656, 0.6211849487060245, 0.9553316582231767]"	0.480898372	-0.128098369
1359	"The 1996 Khobar Towers bombing, killing 19 US servicemen."	Die Khobar Towers von 1996 bombardierten 19 US-Soldaten.	"[71, 84, 77]"	77.33333333	"[-1.1024123569313533, 0.33592673061728845, 0.3948448277206306]"	-0.123880266	-0.275311768
1360	This we apprehend annihilates our Charter Right to govern & tax ourselves.	"Damit zerstören wir unser Charter-Recht, selbst zu regieren und zu steuern."	"[100, 91, 76]"	89	"[0.2654514735602496, 0.04515183701325695, 0.1719071704805337]"	0.160836827	-0.697266519
1361	"However, they suffered relegation again in 1989, which resulted in Lyall's sacking."	"1989 erlitten sie jedoch erneut Abschiebung, was zu Lyalls Sakramierung führte."	"[92, 85, 98]"	91.66666667	"[0.5622828577720874, 0.4310128033135338, 0.6715584827086242]"	0.554951381	-0.764469206
1362	"Jerry steadied a piece of wood with his finger, but Tiff miscalculated and the axe severed most of Jerry's middle finger."	"Jerry hielt mit seinem Finger ein Stück Holz fest, aber Tiff war falsch berechnet und die Axt trennte den größten Teil von Jerrys Mittelfinger."	"[91, 75, 83]"	83	"[0.04515183701325695, -0.5198479236489196, 0.01794050062390915]"	-0.152251862	-0.453635842
1363	The Rices lived on the campus of Stillman College.	Die Rices lebten auf dem Campus des Stillman College.	"[94, 71, 100]"	88.33333333	"[0.3136118280255572, -0.9001922144339011, 0.9553316582231767]"	0.122917091	-0.181842074
1364	154 Randy Hankins and his Melody Wranglers Love Bird Of Tennessee / Blue Mountain Girl 1950	154 Randy Hankins and his Melody Wranglers Love Bird Of Tennessee / Blue Mountain Girl 1950	"[9, 1, 16]"	8.666666667	"[-8.252090652729919, -8.00864789335575, -3.675635088303992]"	-6.645457878	-0.15053013
1365	"Soothsayer Clown Boy Sentry Officers, Soldiers, Messengers, and other Attendants"	"Soothsayer Clown Boy Sentry Offiziere, Soldaten, Botschafter und andere Anwesende"	"[100, 91, 72]"	87.66666667	"[0.2654514735602496, 1.0015292394910058, -0.9439568253313346]"	0.107674629	-0.283063918
1366	The building is timber framed and weatherboard clad with decorative scalloped bargeboards to the gables and finials and a timber floor.	Das Gebäude ist Holz gerahmt und Witterungsbretter plattiert mit dekorativen Muschelbargeboards zu den Giebel und Finials und einem Holzboden.	"[100, 100, 100]"	100	"[0.2654514735602496, 0.37321150863630664, 0.6419452159768436]"	0.426869399	-0.513532817
1367	"After Sonny outs Claudia at the party, she takes a laboring Carly hostage at gunpoint."	"Nach Sonny outs Claudia auf der Party, nimmt sie eine arbeitende Carly Geisel mit Schusswaffe."	"[100, 72, 86]"	86	"[0.8505318100501577, -0.8051061417376557, 0.1833624696120152]"	0.076262713	-0.537899733
1368	So claimants petitioned the King to sidestep the common law courts.	"So Kläger bat den König, die Common Law Gerichte zu umgehen."	"[53, 38, 67]"	52.66666667	"[-4.133718635622585, -2.4488693670714428, -1.7362344833314276]"	-2.772940829	-0.508643031
1369	"Maria sings ""The Lonely Goatherd"" to distract them."	"Maria singt ""The Lonely Goatherd"", um sie abzulenken."	"[100, 73, 100]"	91	"[0.2654514735602496, -0.785501293731316, 0.37321150863630664]"	-0.048946104	-0.26839602
1370	"Armed with a Kryptonite shard, Atom proceeds to knock out Superman using the shard."	"Mit einem Kryptonit-Splitter bewaffnet, schlägt Atom Superman mit dem Splitter aus."	"[76, 78, 70]"	74.66666667	"[-0.4247618509526743, 0.6177824849607275, -1.2608678885313718]"	-0.355949085	-0.424348325
1371	"His third single, ""I Wanna Rock"", peaked at No.41 on the Billboard Hot 100."	"Seine dritte Single ""I Wanna Rock"" erreichte Platz 41 auf dem Billboard Hot 100."	"[100, 80, 98]"	92.66666667	"[0.2654514735602496, 0.323687427468814, 0.6715584827086242]"	0.420232461	-0.255648315
1372	On nightfall the Pathans ran away from the mountain.	Bei Einbruch der Dunkelheit rannten die Pathans vom Berg weg.	"[100, 100, 100]"	100	"[0.2654514735602496, 0.8505318100501577, 0.9553316582231767]"	0.690438314	-0.400807709
1373	Vernor's ginger ale and Faygo pop also originate in Michigan.	Vernor 's Ingwer Ale und Faygo Pop stammen ebenfalls aus Michigan.	"[100, 92, 83, 100, 85, 75]"	89.16666667	"[0.2654514735602496, 0.1346385006840237, 0.2408406579210431, 1.1216191016511512, 0.5911435511217858, 0.197305994062219]"	0.425166547	-0.260045379
1374	"Pyotr gathers conspirators such as the philosophising Shigalyov, the suicidal Kirillov and the former military man Virginsky."	"Pjotr versammelt Verschwörer wie die Philosophen Shigalyov, den Selbstmörder Kirillow und den ehemaligen Militärmann Virginsky."	"[74, 82, 100]"	85.33333333	"[-0.6270457621312975, 0.14575458522479776, 0.2654514735602496]"	-0.071946568	-0.253881246
1375	Jackson's peculiar personal traits contributed to his unpopularity as an educator.	Jacksons eigenartige persönliche Eigenschaften trugen zu seiner Unbeliebtheit als Erzieher bei.	"[75, 80, 69]"	74.66666667	"[-2.0745326270689177, 0.323687427468814, -1.9235547637436115]"	-1.224799988	-0.299979508
1376	"In Eupompha, the male draws his antennae along his longitudinal vertex."	In Eupompha zeichnet das Männchen seine Antennen entlang seines Längsscheitels.	"[69, 55, 62]"	62	"[-1.9235547637436115, -2.4215693775738267, -1.140013282292833]"	-1.828379141	-0.367254823
1377	"Cass attacked Amore, resulting in Big Show retaliating."	"Cass angegriffen Amore, was zu Big Show Vergeltung."	"[31, 58, 45]"	44.66666667	"[-6.192904644176252, -2.907908064122046, -2.255776058703263]"	-3.785529589	-0.311257422
1378	On 10 October Hailsham announced his intention to renounce his viscountcy.	"Am 10. Oktober kündigte Hailsham seine Absicht an, auf seine Viscountcy zu verzichten."	"[91, 68, 92]"	83.66666667	"[0.04515183701325695, -1.1854504325226372, 0.5142064075882272]"	-0.208697396	-0.259132892
1379	"The subducting plates pulled Japan eastward, opening the Sea of Japan around 15 million years ago."	Die Subduktionsplatten zogen Japan nach Osten und öffneten das japanische Meer vor etwa 15 Millionen Jahren.	"[91, 80, 86]"	85.66666667	"[0.04515183701325695, -0.04441756016769294, -0.10114853473471215]"	-0.033471419	-0.404088229
1380	Diodorus also mentions Myrina as a queen of the Amazons.	Diodorus erwähnt Myrina auch als Königin der Amazonen.	"[77, 73, 100]"	83.33333333	"[-0.2741483157955598, -0.7100200690414104, 0.8505318100501577]"	-0.044545525	-0.130883008
1381	"On July 2, 2007, President Bush commuted the sentence."	Am 2. Juli 2007 änderte Präsident Bush das Urteil.	"[100, 76, 99]"	91.66666667	"[0.2654514735602496, 0.1719071704805337, 0.7610451463793909]"	0.39946793	-0.306753337
1382	"Some of the more well known and distinctive bird species in New Zealand are the kiwi, kea, takahe, kakapo, mohua, tui and the bellbird."	"Einige der bekanntesten und markantesten Vogelarten Neuseelands sind die Kiwi, Kea, Takahe, Kakapo, Mohua, Tui und der Glockenvogel."	"[78, 100, 90]"	89.33333333	"[-0.23458970556018363, 0.8505318100501577, 0.4507587012964011]"	0.355566935	-0.286507726
1383	"These two psychological types Jung compares to ancient archetypes, Apollo and Dionysus."	"Diese beiden psychologischen Typen Jung vergleicht mit alten Archetypen, Apollo und Dionysos."	"[90, 67, 63]"	73.33333333	"[-0.0443348266575098, -1.2805365052188824, -1.0848726259634645]"	-0.803247986	-0.24982968
1384	"The entrepôt of Ayutthaya hosted significant communities of Bengalis, Arabs and Persians."	"Das entrepôt von Ayutthaya beherbergte bedeutende Gemeinschaften von Bengalis, Arabern und Persern."	"[87, 74, 86]"	82.33333333	"[-0.31279481766981004, -0.614933996345165, 0.1833624696120152]"	-0.248122115	-0.257184625
1385	"When Murad tried to relieve Sana'a, highland tribesmen ambushed his unit and slaughtered all of them."	"Als Murad versuchte, Sanaa zu entlasten, überfielen Landstämme seine Einheit und schlachteten sie alle."	"[100, 73, 96]"	89.66666667	"[0.2654514735602496, -0.7100200690414104, 0.46731419492592197]"	0.007581866	-0.379582286
1386	Tavella also dismisses complaints about the reliance on assumption of risk.	Tavella lehnt auch Beschwerden über die Abhängigkeit von Risikoübernahme ab.	"[97, 85, 100]"	94	"[0.5820718190378574, 0.4310128033135338, 0.6946992867901757]"	0.569261303	-0.428275049
1387	Mick Coughlan's inspirational catches epitomized the superiority of the defence.	Mick Coughlans inspirierende Fänge verkörpern die Überlegenheit der Verteidigung.	"[98, 68, 89]"	85	"[0.6715584827086242, -1.1854504325226372, 0.3487844386001212]"	-0.055035837	-0.215199739
1388	"In the Renaissance, the brilliant red costumes for the nobility and wealthy were dyed with kermes and cochineal."	In der Renaissance wurden die brillanten roten Kostüme für Adel und Reiche mit Kermen und Kokineal gefärbt.	"[91, 83, 98]"	90.66666667	"[0.4304339399755166, 0.2408406579210431, 0.6715584827086242]"	0.447611027	-0.461711317
1389	"The numerous nude sunbathers, and the long tradition, make it safe for nudism and naturism."	Die zahlreichen nackten Sonnenbäder und die lange Tradition machen es sicher für Nudismus und FKK.	"[88, 78, 83]"	83	"[-0.2233081539990433, -0.23458970556018363, 0.01794050062390915]"	-0.146652453	-0.423606545
1390	// Instantiating 'elaborate' will automatically instantiate the correct way to operate.	/ / Die 'aufwendige' Methode wird automatisch die richtige Arbeitsweise instanziieren.	"[93, 65, 79]"	79	"[0.22412516435479046, -1.4707086506113731, -0.20262212469356555]"	-0.483068537	-0.958430946
1391	The referee stopped the fight with Camacho teeing off on a defenseless Leonard on the ropes.	Der Schiedsrichter stoppte den Kampf mit Camacho Abspaltung auf einem wehrlosen Leonard an den Seilen.	"[93, 88, 91]"	90.66666667	"[0.22412516435479046, 0.7162710214022698, 0.45906575125885857]"	0.466487312	-0.324522763
1392	The Goncourt brothers judged the novel artificial and disappointing.	Die Goncourt Brüder beurteilt den Roman künstlich und enttäuschend.	"[100, 100, 91]"	97	"[0.2654514735602496, 0.8505318100501577, 0.45906575125885857]"	0.525016345	-0.249715582
1393	"This motion would cause the gyros to precess, and this signal would drive the PDI automatically."	"Diese Bewegung würde dazu führen, dass die Gyros präzise sind, und dieses Signal würde den PDI automatisch antreiben."	"[100, 78, 92]"	90	"[0.2654514735602496, 0.006776364268776851, 0.1346385006840237]"	0.135622113	-0.380465955
1394	"The Confederates, under Maj. Gen. William Mahone, gathered as many troops together as they could for a counterattack."	Unter General William Mahone versammelten die Konföderierten so viele Truppen wie möglich zu einem Gegenangriff.	"[100, 81, 95]"	92	"[0.2654514735602496, 0.4821429590688326, 0.40309849169632395]"	0.383564308	-0.384361804
1395	"Moreover, he reproached his Roman soldiers for treachery."	Darüber hinaus warf er seinen römischen Soldaten Verrat vor.	"[90, 100, 100]"	96.66666667	"[-0.0443348266575098, 0.2654514735602496, 0.6946992867901757]"	0.305271978	-0.311483502
1396	The occupiers in the cattle pen retreated into the horse corral.	Die Besatzer im Rinderstift zogen sich in die Pferdekorral zurück.	"[70, 84, 100]"	84.66666667	"[-1.2608678885313718, 0.24647627631908922, 0.2654514735602496]"	-0.249646713	-0.384504616
1397	This led to them feuding with Christian Cage and Rhino as well.	Dies führte zu Fehden mit Christian Cage und Rhino.	"[86, 73, 93]"	84	"[-0.4022814813405768, -0.7100200690414104, 0.5693470639175959]"	-0.180984829	-0.425677508
1398	He characterized it as guessing and as inference to an explanatory hypothesis.	Er bezeichnete es als Raten und als Rücksicht auf eine erklärende Hypothese.	"[58, 57, 59]"	58	"[-2.907908064122046, -2.231397232181336, -1.305435251280939]"	-2.148246849	-0.506538272
1399	Alejandrino immediately turned back and rejoined Gen. Tinio.	Alejandrino kehrte sofort um und trat Gen. Tinio wieder bei.	"[100, 80, 79]"	86.33333333	"[0.2654514735602496, 0.323687427468814, -0.13950363286393827]"	0.149878423	-0.259758443
1400	"Muhammad in response attacked Bukka's army and vowed to not sheathe his sword until he avenged the massacre by killing 100,000 Hindus."	"Muhammad griff daraufhin Bukkas Armee an und schwor, sein Schwert nicht zu verschleiern, bis er das Massaker durch die Tötung von 100.000 Hindus rächte."	"[100, 96, 79]"	91.66666667	"[0.2654514735602496, 0.4925851553670907, 0.16523189586879544]"	0.307756175	-0.370809197
1401	"Reticulated twins, common in rutile, are interlocking crystals resembling netting."	"Retikulierte Zwillinge, die in Rutil häufig vorkommen, verflechten Kristalle, die einem Netz ähneln."	"[89, 75, 98]"	87.33333333	"[-0.13382149032827656, -0.5198479236489196, 0.8450503455644393]"	0.063793644	-0.546355188
1402	Sarit and his successors deified the throne and relied on royal sponsorship to legitimize their dictatorship.	"Sarit und seine Nachfolger götterten den Thron und setzten auf königliche Patenschaft, um ihre Diktatur zu legitimieren."	"[100, 73, 73]"	82	"[0.2654514735602496, -0.49690580123975703, -0.7100200690414104]"	-0.313824799	-0.306018949
1403	"Assisting Sukarno as supreme commander of ABRI, would be an ABRI chief of staff."	"Sukarno als Oberbefehlshaber von ABRI zu unterstützen, wäre ein Stabschef von ABRI."	"[90, 75, 83]"	82.66666667	"[-0.0443348266575098, -0.5198479236489196, 0.01794050062390915]"	-0.18208075	-0.255455226
1404	State's Professional Aides Vote to Retain Association.	Die Berufsberater des Staates stimmen für die Retain Association.	"[100, 73, 73]"	82	"[0.2654514735602496, -0.785501293731316, -0.49690580123975703]"	-0.338985207	-0.589615166
1405	"Steamers ran up the Ocklawaha River to Eustis, Leesburg and Silver Springs, or the St. Johns River to Enterprise and Sanford."	"Dampfer liefen den Ocklawaha River hinauf nach Eustis, Leesburg und Silver Springs oder den St. Johns River nach Enterprise und Sanford."	"[100, 79, 95]"	91.33333333	"[0.2654514735602496, 0.16523189586879544, 0.40309849169632395]"	0.277927287	-0.262214065
1406	"Attributed to ""Semaphore to Satellite"" , International Telecommunication Union, Geneva 1965."	"Zugeschrieben ""Semaphore to Satellite"", Internationale Telekommunikationsunion, Genf 1965."	"[100, 83, 99]"	94	"[0.2654514735602496, 0.2408406579210431, 0.5892593746190236]"	0.365183835	-0.310721725
1407	Experience gained against enemies such as the Zulus or Sudanese proved irrelevant against the Boers.	Erfahrungen gegen Feinde wie Zulus oder Sudanesen erwiesen sich gegen die Buren als irrelevant.	"[100, 100, 78]"	92.66666667	"[0.2654514735602496, 0.37321150863630664, -0.08304754238398711]"	0.185205147	-0.309326887
1408	Later the Master of the Legend of Saint Lucy explored the same mix of illusionism and realism.	Später erforschte der Meister der Legende von Saint Lucy die gleiche Mischung aus Illusionismus und Realismus.	"[93, 75, 100]"	89.33333333	"[0.22412516435479046, -0.5198479236489196, 0.9553316582231767]"	0.219869633	-0.317149222
1409	The Pesikta Rabbati taught that Joseph guarded himself against lechery and murder.	"Die Pesikta Rabbati lehrten, dass Joseph sich vor Lecks und Morden bewahrte."	"[100, 100, 100]"	100	"[0.2654514735602496, 0.37321150863630664, 1.0083794836748325]"	0.549014155	-0.361363709
1410	"Nobody can proclaim himself a, Sadguru by dint of his vast erudition or knowledge of scriptures."	"Niemand kann sich selbst a, Sadguru durch Dint seiner umfangreichen Gelehrsamkeit oder Kenntnis der Schriften verkünden."	"[100, 71, 82]"	84.33333333	"[0.2654514735602496, -1.1024123569313533, 0.14575458522479776]"	-0.230402099	-0.508966208
1411	The attack of the 1st and 2nd Estonian Regiments commanded by Standartenführer Paul Vent liquidated the Siivertsi Bridgehead by March 6.	Der Angriff des 1. und 2. estnischen Regiments unter der Führung von Standartenführer Paul Vent liquidierte den Siivertsi Brückenkopf bis zum 6. März.	"[83, 83, 100]"	88.66666667	"[0.2408406579210431, -0.6707414723528771, 0.6946992867901757]"	0.088266157	-0.279438704
1412	Alternative viewpoints According to the Russian demographer Dr. L.L.	Alternative Standpunkte Nach Angaben des russischen Demographen Dr. L.L.	"[100, 100, 85]"	95	"[0.2654514735602496, 0.8505318100501577, 0.35378059459537986]"	0.489921293	-0.353800982
1413	Thereafter Cymry prevailed as a reference to the Welsh.	Danach setzte sich Cymry als Bezugnahme auf die Waliser durch.	"[100, 83, 98]"	93.66666667	"[0.2654514735602496, 0.7990540222688698, 0.6715584827086242]"	0.578687993	-0.451692939
1414	Planar NIMs with periodic loaded transmission lines	Planare NIMs mit periodisch belasteten Übertragungsleitungen	"[100, 100, 89, 92, 70, 91]"	90.33333333	"[0.2654514735602496, 0.37321150863630664, 0.8113570940985152, 0.7994100052339863, -0.032681563035087305, 0.7742056155298102]"	0.498492356	-0.149737999
1415	"The latter left a corrosive record of their first encounter, dismissing Ralea as a ""clown"" with ""aristocratic manias""."	"Letztere hinterließen einen korrosiven Rekord ihrer ersten Begegnung, indem sie Ralea als ""Clown"" mit ""aristokratischen Manias"" abwiesen."	"[91, 76, 67]"	78	"[0.04515183701325695, -0.4247618509526743, -0.8643100006459896]"	-0.414640005	-0.347854108
1416	Many circulating libraries were attached to the shops of milliners or drapers.	Viele zirkulierende Bibliotheken wurden an die Geschäfte von Mühlern oder Drappern angeschlossen.	"[100, 97, 94]"	97	"[0.2654514735602496, 3.01743146466913, 0.3136118280255572]"	1.198831589	-0.481613219
1417	The Portuguese sought confirmation that they could enslave infidels in a crusade.	"Die Portugiesen suchten die Bestätigung, dass sie Ungläubige in einem Kreuzzug versklaven konnten."	"[100, 87, 95, 100, 95, 100]"	96.16666667	"[0.2654514735602496, 0.6211849487060245, 0.40309849169632395, 1.1216191016511512, 1.0070269605597013, 1.0987116526053302]"	0.752848771	-0.341349214
1418	"On 8 December, the warship headed back to the Far East."	Am 8. Dezember kehrte das Kriegsschiff in den Fernen Osten zurück.	"[100, 79, 93, 100, 90, 100]"	93.66666667	"[0.2654514735602496, -0.13950363286393827, 0.22412516435479046, 1.1216191016511512, 0.7990852558407435, 1.0987116526053302]"	0.561581503	-0.309583604
1419	"The Arizona Attorney General, Mark Brnovich filed a lawsuit in late 2017 against ABOR due to tuition practices and DACA."	"Die Arizona Attorney General, Mark Brnovich reichte eine Klage Ende 2017 gegen ABOR aufgrund von Studienpraktiken und DACA."	"[100, 100, 100]"	100	"[0.2654514735602496, 0.37321150863630664, 1.0083794836748325]"	0.549014155	-0.304170907
1420	On third down Rams quarterback Marc Bulger was hit by Aaron Kampman in which Bulger fumbled the bal.	"Auf der dritten Rams Quartier zurück Marc Bulger wurde von Aaron Kampman getroffen, in dem Bulger den bal verprügelt."	"[100, 82, 91]"	91	"[0.2654514735602496, -0.7602281360236438, 0.45906575125885857]"	-0.011903637	-0.510489404
1421	"Common oyster predators include crabs, seabirds, starfish, and humans."	"Gewöhnliche Austernfresser sind Krebse, Seevögel, Seestern und Menschen."	"[100, 81, 100]"	93.66666667	"[0.2654514735602496, 0.4821429590688326, 0.37321150863630664]"	0.37360198	-0.265875816
1422	"Warrant for Genocide, Eyre & Spottiswoode 1967; Serif, 1996."	"Warrant for Genocide, Eyre & Spottiswoode 1967; Serif, 1996."	"[81, 70, 92]"	81	"[-0.05110000284418722, -0.9952782871301464, 0.1346385006840237]"	-0.303913263	-0.177449122
1423	"In the Third Test, Hill batted through much of the Australian first innings to make 91 not out."	"Im dritten Test durchbohrte Hill einen Großteil der ersten Innings Australiens, um 91 nicht herauszuholen."	"[96, 80, 88]"	88	"[0.4925851553670907, -0.04441756016769294, 0.29364378227075255]"	0.247270459	-0.568410218
1424	Its exterior contained interspersed yellow Ohio sandstone and red New Jersey brownstone.	Seine Außenseite enthielt durchsetzt gelb Ohio Sandstein und rot New Jersey Brownstone.	"[79, 76, 81]"	78.66666667	"[-0.00874184656673593, 0.1719071704805337, 0.4821429590688326]"	0.215102761	-0.34970817
1425	"Meanwhile, the Pacific Squadron of the U.S. Navy blockaded the Pacific coast farther south in lower Baja California Territory."	Unterdessen blockierte das Pacific Squadron der US Navy die Pazifikküste weiter südlich im unteren Baja California Territory.	"[92, 90, 88]"	90	"[0.1346385006840237, 0.9064431667947606, 0.29364378227075255]"	0.444908483	-0.235825896
1426	"On arriving in Oxford, Vermigli began lecturing on 1 Corinthians, denouncing Catholic doctrines of purgatory, clerical celibacy, and lenten fasting."	"Als Vermigli in Oxford ankam, begann er Vorlesungen über 1 Korinther zu halten und verurteilte katholische Lehren vom Fegefeuer, klerikalen Zölibat und Fastenzeit."	"[69, 70, 70]"	69.66666667	"[-1.4193234201313905, -0.9952782871301464, -2.542529447194751]"	-1.652377051	-0.321417123
1427	"They predicted the emergence of a stable civilization, conformist and collectivist, whose great merit was the elimination of careerism."	"Sie sagten das Entstehen einer stabilen Zivilisation voraus, konformistisch und kollektivistisch, deren großes Verdienst die Beseitigung des Karrierismus war."	"[100, 76, 92]"	89.33333333	"[0.2654514735602496, -0.31013469893126033, 0.1346385006840237]"	0.029985092	-0.29600668
