index	original	translation	scores	mean	z_scores	z_mean	model_scores	AE
1473	They classified NE5297 of their new ichnospecies in NE6620, an ichnogenus they fittingly attributed to creodonts.	他们在NE4762NE7307将他们的NE1822个新的黑种分类 ， 他们认为这是一个适合的黑种。	[35, 34, 35]	34.666666666666664	[-1.947779314714665, -1.6082034156434533, -1.3838275300409864]	-1.6466034201330348	-1.007087469100952	2.340231859695669
1474	This unites Latinos as one, creating cultural kin with other Latino ethnicities.	这把拉丁裔团结在一起 ， 与其他拉丁族裔建立了文化亲属关系。	[82, 93, 72]	82.33333333333333	[0.6062332568837954, 0.7805650702636973, 0.31513916552076204]	0.5673124975560849	-0.6855703592300415	0.6109600932164004
1475	The barrage would lift from the beach NE4192 for the NE614.	狂轰滥炸只会在落山前从海滩上升起.	[42, 42, 42]	42.0	[-1.2046233616236284, -1.5673944636255326, -1.1493974315381452]	-1.3071384189291022	-1.0491547584533691	2.084537412193584
1476	Nevertheless, he did not advocate an immediate disfranchisement of rotten boroughs.	然而 ， 他并不主张立即剥夺腐朽的自治市的选举权。	[76, 69, 83]	76.0	[0.13908375674722967, -0.044404425912037075, 0.6605739498965285]	0.2517510935772404	-0.6549355387687683	0.9037263766301735
1477	NE7320 produced the prototype for the bombsight.	NE4885为轰炸机制造了原型.	[30, 40, 50]	40.0	[-1.2276708571933679, -1.6760758496509989, -0.8010433076038036]	-1.2349300048160572	-0.5800074338912964	2.2276204108735684
1478	They withdrew, narrowly escaping encirclement by German tanks from the 15th Panzer Division.	他们从第 15 装甲师撤退 ， 勉强逃脱了德国坦克的包围。	[54, 84, 74]	70.66666666666667	[-0.32794536079471326, 0.7149146429092618, 0.40969685445567083]	0.2655553788567398	-0.702767550945282	0.6690472238810623
1479	The shaman makes entreaties to the supernatural through the performance of a kind of séance.	巫师通过一种修行向超自然者恳求.	[90, 79, 85]	84.66666666666667	[1.040958800985661, 0.0017540788095811149, 1.0183727277533]	0.687028535849514	-0.802007794380188	0.23391283723934408
1480	Annoyed with his nephew's late night carousing, his uncle sacks him.	由于他侄子深夜的胡闹, 他叔叔把他解雇了.	[76, 81, 81]	79.33333333333333	[0.2801890988073962, 0.8209069606591999, 0.6817079835252172]	0.5942680143306044	-0.75933837890625	0.42992585676038775
1481	NE244 lost the rematch against NE4273 at Payback.	NE7715 在报答时输给了与 NE1003 的比赛.	[72, 59, 47]	59.33333333333334	[0.06282632675646338, -1.427261729857932, -0.8086794020322422]	-0.7243716017112369	-0.8259601593017578	1.5641092031578627
1482	Bleomycin, a glycopeptide isolated from Streptomyces verticillus, also intercalates DNA, but produces free radicals that damage DNA.	白云素是一种从链状脊柱中分离出来的糖肽 ， 它也能使 DNA 发生内联 ， 但能产生破坏 DNA 的自由基。	[84, 94, 89]	89.0	[0.7149146429092618, 0.8361944267961341, 1.2347522853633115]	0.9286204516895692	-0.9439343214035034	0.05899189719023057
1483	At its worst, it's a melodramatic, moralizing soap opera.	最糟糕的是 ， 这是一部戏剧性的、道德化的肥皂剧。	[84, 79, 89]	84.0	[1.0377254811269192, 0.44321117784559577, 1.1664094557428424]	0.8824487049051192	-0.6455426812171936	0.22447101524534718
1484	"On November 21, 1944, the AAFC chose Jim Crowley, one of the ""Four Horsemen of Notre Dame"", as its commissioner."	"1944 年 11 月 21 日 ， 美国足联选举 ""圣母四骑士"" 之一吉姆 · 克劳利 （ Jim Crowley ） 担任委员。"	[82, 92, 76]	83.33333333333333	[0.6062332568837954, 0.7249357137312604, 0.5315187231307736]	0.6208958979152764	-0.484004557132721	0.5162096623346887
1485	Zone II encompassed much of Dalmatia and the Dalmatian Hinterland.	第二区包括达尔马提亚和达尔马提亚腹地的大部分地区。	[73, 78, 94]	81.66666666666667	[0.11716701976919658, 0.6114868814655833, 1.4439840993353394]	0.7242126668567064	-0.4763240814208984	0.41440840931220113
1486	Enraged at a fisherman's brutality, Buddy drops him into the ocean, intending for him to drown.	巴迪对渔夫的残暴行为感到愤怒 ， 把他扔进海里 ， 想让他淹死。	[84, 91, 89]	88.0	[0.7149146429092618, 0.8352261928220457, 1.0598546156977442]	0.869998483809684	-0.7065750360488892	0.19069262799197573
1487	Philip Pirrip, nicknamed Pip, an orphan and the protagonist and narrator of Great Expectations.	菲利普皮里普, 绰号皮普, 孤儿, 伟大期望的主角和叙述者.	[83, 79, 74]	78.66666666666667	[0.6605739498965285, 0.6124868877988445, 0.35477417509054543]	0.5426116709286396	-0.5551965832710266	0.3403555537669828
1488	They sailed to Smyrna, where they toured the factories processing figs and raisins.	他们航行到 Smyrna, 在那里参观了加工花纹和葡萄干的工厂.	[74, 73, 74]	73.66666666666667	[0.42182588620416556, 0.11716701976919658, 0.40969685445567083]	0.316229920143011	-0.5927606225013733	0.6783592313718338
1489	He pierces her right eye with his sword and stomps on her pet frog, killing it.	他用剑刺着她的右眼, 咬住了她的宠物青蛙, 杀死了它.	[81, 85, 76]	80.66666666666667	[0.6842458226537731, 0.7692553359219949, 0.510591867960627]	0.6546976755121316	-0.6285380721092224	0.2458964913484445
1490	Concert promoter Bill Graham booked the Band at the Winterland Ballroom on Thanksgiving Day, November 25, 1976.	音乐会主持人比尔? 格雷厄姆 (Bill Graham) 在 1976 年 11 月 25 日感恩节的冬季舞会上预订了乐队.	[74, 75, 76]	75.0	[0.17150771278192978, 0.2858550268648013, 0.44878490050483855]	0.3020492133838565	-0.5221351385116577	0.7432579426354863
1491	The nearby rooms of the hotel emit a constant chorus of guttural cries, moans, and assorted unidentifiable noises.	酒店附近的房间里不断地发出歌唱声、呻吟声和各种无法辨认的声音。	[89, 97, 98]	94.66666666666669	[0.9866181079729277, 1.0030824963934448, 1.7216062899858375]	1.2371022981174034	-0.8144617676734924	0.26931952979502616
1492	He joined fellow inductees Rickey Henderson, Dave Stewart, Dennis Eckersley, Catfish Hunter and Rollie Fingers.	他加入了同事里奇 · 亨德森、戴夫 · 斯图尔特、丹尼斯 · 埃克斯利、凯特鱼猎人和罗莉 · 芬格尔斯.	[70, 74, 72]	72.0	[-0.04585505926900301, 0.40969685445567083, 0.31513916552076204]	0.22632698690247666	-0.5076946616172789	0.702615229968531
1493	In his next at bat in the sixth inning, Zambrano struck Edmonds out on three pitches, and wagged his finger at Edmonds on his way to the dugout.	在第六局的下一场击球比赛中 ， 赞比罗用三个球击倒了埃德蒙斯 ， 并在去德蒙的路上挥动了他的手指。	[65, 78, 72]	71.66666666666667	[-0.8520881716625277, 0.3888704848328626, 0.255878744151953]	-0.06911298089257073	-0.8339477777481079	0.758366042219248
1494	These include portions of string courses, tracery, corbels, window jambs, and arch heads.	这包括部分弦课程, 拖拉机, 皮带, 窗户干扰器和拱头.	[26, 16, 35]	25.66666666666667	[-2.4368455518292635, -2.596986405023179, -1.6863717423718454]	-2.240067899741429	-0.7239718437194824	2.89227854543347
1495	Finally, NE8379 exposes NE7350's bad intentions to Raathods after which NE2276 expels NE7350 from their flat.	最后 ， NE9840暴露了NE2543的恶意中伤 ， 然后安什将NE2543逐出了他们的公寓。	[43, 31, 55]	43.0	[-1.5130537706127993, -1.6664564213167574, -0.6044739543217874]	-1.261328048750448	-0.6838439106941223	2.1774329319329624
1496	That drove the wallower on the upright shaft, then a NE3555 diameter cast iron great spur wheel drove NE1450 pairs of millstones.	那就在直立的轴上驱动了暖气 ， 然后一个直径 NE7205的铸铁大刺轮驱动了NE1857对磨石。	[81, 60, 54]	65.0	[0.5518925638710621, -0.7626415135780817, -1.9065730283541023]	-0.7057739926870407	-0.821763813495636	1.2268323643228378
1497	NE8234 also passes briefly through the watershed, near the creek mouth.	NE5537也短暂通过了小河口附近的流域.	[43, 41, 45]	43.0	[-1.5130537706127993, -1.2550708683761065, -1.0083813434167055]	-1.258835327468537	-0.7507608532905579	2.174301558149852
1498	Then later becomes a headmaster of the Hellfire Academy.	后来成为地狱消防学院的校长.	[89, 80, 63]	77.33333333333333	[1.1664094557428424, 0.49755187085832897, -1.0438126910609957]	0.20671621184672528	-0.534288227558136	0.9623973831465725
1499	NE1591, NE2359 of the sons of NE2039, steals a white roebuck and a whelp from NE3401, king of the otherworld, leading to a great battle.	NE492之子之一NE1763偷走了另一个世界的国王NE2186的一只白玫瑰和一只小姑娘 ， 导致了一场伟大的战斗。	[48, 58, 38]	48.0	[-1.2413503055491333, -0.3974632535839788, -1.4762179535615199]	-1.0383438375648772	-0.8581138253211975	1.8520898227383744
1500	However Mackworth's puritan leanings only slowly brought him notoriety.	然而麦克沃思的清教徒倾向却慢慢地给他带来了臭名昭著的印象.	[86, 59, 68]	71.0	[0.8235960289347282, -0.2766947357875719, 0.1585933253916905]	0.2351648728462822	-0.7142714262008667	0.9858605389653995
1501	Nibs pressed into more deeply convex curves, or into NE9597 faceted curves, will be stiffer than flatter nibs.	被压入更深的凸形曲线 ， 或被压入NE6125到NE5702面曲线的尼伯 ， 将比平滑的尼伯更坚硬。	[50, 46, 41]	45.66666666666666	[-0.8010433076038036, -1.3500316915745998, -1.1964027942452917]	-1.1158259311412315	-0.8889564275741577	1.7543984550696456
1502	The musical previewed on March 21, and opened on March 23 at the San Antonio Municipal Auditorium.	这首音乐于 3 月 21 日开幕, 于 3 月 23 日在圣安东尼奥市礼堂开幕.	[84, 83, 69]	78.66666666666667	[0.7149146429092618, 0.2242715049393286, 0.15285449731325332]	0.3640135483872812	-0.4533706307411194	0.8496863784962592
1503	NE3409 NE560 NE6389, NE7872, NE3471, NE1982 NE3409 NE496, NE2592, NE7943, NE5843.	1986 年克罗地亚里耶卡 Moderna Galerija, Pr é sence des formes, Les Angles, Avignon, France.	[21, 11, 16]	16.0	[-1.5650679183428633, -2.984649088031915, -2.345289313432044]	-2.2983354399356077	-0.4017574489116669	2.7589063066632846
1504	David IV of Georgia routed the united armies of Ilghazi and the Seljuq prince Toghrul Arslan in August.	格鲁吉亚的大卫四世在八月份击败了伊尔加西和塞尔朱克王子托格鲁尔 · 阿尔斯兰的联合军队。	[83, 100, 84]	89.0	[0.6605739498965285, 1.1699705659907553, 0.8248278021620112]	0.8851241060164318	-0.5241695046424866	0.25602657038839094
1505	Popular history commonly portrays the Hessians as drunk from Christmas celebrations.	流行的历史通常把黑山人描绘成在圣诞节庆祝活动中喝醉了.	[68, 76, 72]	72.0	[0.1968945121045019, 0.2801890988073962, 0.30880184095071467]	0.2619618172875376	-0.7548104524612427	0.780570680798512
1506	It consists, of a verandah, a hypostylar hall, sanctum with an antechamber and a series of unfinished cells.	它由一个圣殿、一个使徒厅、一个有一个前技术锤子的圣殿和一系列未完成的囚室组成。	[86, 97, 92]	91.66666666666669	[0.8235960289347282, 1.0030824963934448, 1.3970369535708203]	1.0745718262996644	-0.7675914168357849	0.3046397230063981
1507	Examples of ceramics include white porcelain or white porcelain decorated with cobalt, copper red underglaze, blue underglaze and iron underglaze.	陶瓷的例子包括白色瓷器或用钴装饰的白色瓷器、铜红色瓷器、蓝色瓷器和铁质瓷器。	[86, 56, 59]	67.0	[0.8235960289347282, -0.5592255841837989, -0.3503062655166533]	-0.028645273588574664	-0.5037161111831665	0.8407880660107729
1508	He battles NE6401 in an attempt to assassinate NE7304 to regain his old position with the NE8424.	他与NE8596架作战 ， 企图刺杀红颅骨 ， 以恢复他在NE1509的老位置。	[76, 63, 50]	63.0	[0.2801890988073962, -0.20261744053690744, -0.6464868266138578]	-0.18963838944778968	-0.7405365705490112	1.0708116624705222
1509	In June, Hamlin scored his first Cup Series victory at the difficult Pocono Raceway.	6 月份, 哈姆林在困难的波科诺赛道上获得了他的第一个杯系列冠军.	[76, 81, 73]	76.66666666666667	[0.510591867960627, 0.5518925638710621, 0.3077688123833988]	0.4567510814050293	-0.6498629450798035	0.4555451848439628
1510	He added colored chalk or pastel to add softness to feathers, especially those of owls and herons.	他加入了颜色的粉笔或粉末来增加羽毛的柔软 ， 尤其是猫头鹰和雄鸟的羽毛。	[84, 68, 76]	76.0	[0.7149146429092618, -0.6101688430472244, 0.5315187231307736]	0.21208817433093696	-0.5931146144866943	0.5732831344622156
1511	Line 8 and Line A of the Metro also pass through the borough.	地铁的 8 号线和 A 号线也通过这个市镇.	[74, 89, 100]	87.66666666666669	[0.17150771278192978, 1.1664094557428424, 1.7315581633397117]	1.023158443954828	-0.580582857131958	0.108415689781721
1512	He returned at Raw Homecoming, delivering Stone Cold Stunners to Mr. McMahon, Shane McMahon, Stephanie McMahon and Linda McMahon.	他回到了 Raw Homecume ， 把石头冷冰冰的斯通送交给了 McMahon 先生、 Shane McMahon 、 Stephanie McMahon 和 Linda McMahon 。	[83, 75, 79]	79.0	[0.6605739498965285, -0.22076334732016636, 0.6938033913382824]	0.3778713313048816	-0.5218211412429811	0.24126099466750173
1513	They opened for groups such as NE2022, NE71 and NE5351.	他们为像NE3206、NE7671和NE3239这样的团体开门.	[47, 49, 45]	47.0	[-1.2956909985618665, -0.9541862303042576, -0.9040209433820596]	-1.0512993907493946	-0.922999143600464	1.983770267293125
1514	More than 80,000 Cubans watched as the Osceola towed the USS Maine out of Havana harbor.	8 万多名古巴人观看奥塞奥拉号将美国缅因州拖出哈瓦那港。	[76, 66, 91]	77.66666666666667	[0.2801890988073962, -0.7214275561120982, 1.3429420641683172]	0.3005678689545384	-0.4798613488674164	0.7483709337325841
1515	As such, the phrases occurring between dashes might resemble improvisational jazz licks.	因此, 短跑之间的短语可能类似于即兴爵士乐.	[67, 78, 89]	78.0	[-0.6603636522640596, 0.3888704848328626, 0.5580476441339498]	0.0955181589009176	-0.6551612615585327	0.6917775707776987
1516	Beetles were popularized on the USA West Coast as beach buggies and dune buggies.	甲虫作为海滩公车和沙丘公车在美国西海岸普及.	[88, 98, 93]	93.0	[0.9322774149601946, 1.0587118529258817, 1.451131842973323]	1.1473737036197995	-0.5510155558586121	0.15689709003219932
1517	In the eighth inning, Derek Jeter became the final Yankee to bat in Yankee Stadium.	在第八局, 德里克 · 杰特成为北方佬在北方佬体育场的决赛.	[88, 79, 84]	83.66666666666667	[0.9322774149601946, 0.0017540788095811149, 0.964277838350797]	0.6327697773735242	-0.5690328478813171	0.18160725276691148
1518	Conlan Carter portrayed L. Frank Baum, the creator of The Wizard of Oz, in a 1970 episode.	卡特 (Conlan Carter) 在 1970 年的一集中描绘了奥兹魔法师的创作者 L. Frank Baum 。	[90, 85, 80]	85.0	[0.6372301585567111, 0.6292120055880791, 0.49755187085832897]	0.5879980116677065	-0.4790872633457184	0.3660972810125265
1519	He also planted a Longhorn flag in the turf of the Cotton Bowl.	他还在棉花碗的地盘上种了一面隆戈恩国旗.	[82, 80, 60]	74.0	[0.7217343850037171, 0.49755187085832897, -0.4904852025949955]	0.2429336844223502	-0.672738254070282	0.5310525689727081
1520	In NE8545, NE2659's NE3464 painted over a large mural of NE422, NE8553 and other celebrities.	NE8949 ， 本的NE2588在NE9444 · NE5485、NE3227 · NE7439和其他名人的大壁画上。	[49, 50, 47]	48.66666666666666	[-1.1870096125364002, -0.7733545298809725, -1.0177217688726594]	-0.9926953037633441	-0.3612446188926697	1.8412327302778664
1521	By 1200, the Swiss plateau comprised the dominions of the houses of Savoy, Zähringer, Habsburg, and Kyburg.	到 1200 年 ， 瑞士高原由萨沃伊、泽林格、哈布斯堡和基堡的房屋组成。	[73, 74, 76]	74.33333333333333	[0.11716701976919658, 0.48540388598743245, 0.2023966850290469]	0.268322530261892	-0.4634279906749725	0.8522569931248446
1522	Bill Harkleroad joined the Magic Band as guitarist for Trout Mask Replica and stayed with Beefheart through May 1974.	比尔 · 哈克勒罗阿德加入魔术乐队 ， 成为特劳特面具复制公司的吉他手 ， 在 1974 年 5 月之前一直与 BeefCom 在一起。	[76, 72, 68]	72.0	[0.2801890988073962, 0.255878744151953, -0.5645013925648256]	-0.009477849868492129	-0.7243307828903198	0.9214916864080495
1523	The Cubs, as one of ten throwbacks they will wear during the season, wore the uniforms of the Chicago Whales.	在这个赛季里 ， 小熊们将穿上《芝加哥鲸鱼》的制服 ， 这是他们十回中的一回。	[82, 66, 74]	74.0	[0.6062332568837954, -0.7562259119632937, 0.09967974176224725]	-0.01677097110575036	-1.0328415632247925	0.788591359496741
1524	The Eurofighter bears a strong resemblance to the EAP.	欧洲战士与欧洲经济合作组织有强烈的相似之处.	[75, 70, 80]	75.0	[0.09781261231185, 0.003779100077620162, 0.49755187085832897]	0.1997145277492664	-0.9141203761100768	0.9089634837572413
1525	When the Persians conquered Lydia in 547/546 they acquired the Ionian cities.	当波斯人在 547 / 546 年征服利迪亚时 ， 他们获得了爱奥尼亚的城市。	[76, 87, 82]	81.66666666666667	[0.2801890988073962, 1.0200390519667204, 0.7775702432244512]	0.6925994646661892	-0.4504908621311188	0.6226056997881216
1526	United States Army, Lieutenant Colonel George A. Custer, 7th United States Cavalry Regiment, Commanding.	美国陆军 George A. Custer 中校 ， 美国骑兵团 ， 指挥官。	[85, 82, 59]	75.33333333333333	[0.7692553359219949, 0.1686421484068917, -0.38809439671177576]	0.18326769587237032	-0.4050862491130829	0.8326383372064817
1527	Finished textile goods included shirts, caps, dresses, threads for tying headdresses and doublets worn by warriors.	精致的纺织品包括衬衣、帽子、服装、绑住战士头饰和双肩的线程。	[62, 48, 55]	55.0	[-0.19567322657406638, -0.5528767348943769, -0.860965454460001]	-0.5365051386428147	-0.921620786190033	1.371941440218349
1528	Downtown's cultural district hosts quarterly Gallery Crawls and the annual Three Rivers Arts Festival.	市中心的文化区每季度都举办美术馆爬行和一年一度的三河艺术节.	[90, 80, 85]	85.0	[1.2168569624953205, 0.49755187085832897, 1.0183727277533]	0.9109271870356498	-0.7490779757499695	0.3068728204377825
1529	His engraver fixed the plates and Audubon reassured subscribers, but a few begged off.	他的雕刻师修好了盘子, 奥杜邦使订户放心, 但也有几个人乞求离开.	[86, 82, 68]	78.66666666666667	[1.015066935485408, 0.6062332568837954, 0.09875960791075042]	0.5733532667599847	-0.7082350254058838	0.31632798729756206
1530	On the north side, the highway passes NE8341, NE6413 and the NE1871 landmarks interspersed with residential condominium towers.	在北面 ， 公路通过NE3477、 NE7853地标 ， 这些地标与住宅共有公寓塔交织在一起。	[45, 39, 51]	45.0	[-1.4043723845873328, -1.290413519659585, -0.820853511931799]	-1.1718798053929056	-0.6135365962982178	2.051049539173862
1531	Midget wrestling can be traced to professional wrestling's carnival and vaudeville origins.	NE673摔跤可以追溯到职业摔跤的狂欢节和NE2795起源.	[62, 81, 51]	64.66666666666667	[-0.19567322657406638, 0.5518925638710621, -0.820853511931799]	-0.15487805821160108	-0.5154597163200378	1.072551805147062
1532	After settlement, the larvae metamorphose into juvenile spat.	定居后, 幼虫变质为少年吐痰.	[26, 20, 32]	26.0	[-2.4368455518292635, -2.3144685101781466, -1.8486564105793541]	-2.1999901575289207	-0.7021798491477966	3.0979962412339512
1533	Eradicator joins the fight and shields Superman from Kryptonite gas.	除尘器加入战斗 ， 保护超人免受克雷普顿岩气体的袭击。	[80, 81, 81]	80.66666666666667	[0.5858457238259831, 0.7628294017230176, 0.5518925638710621]	0.6335225631400209	-0.9737300276756288	0.30420654599063957
1534	Negan, the Saviors, and the turncoat Scavengers attack Alexandria, but are repelled by Sasha's sacrifice and the aid of Kingdom and Hilltop soldiers.	内根、救世主和骑士攻击亚历山大 ， 但被萨沙的牺牲以及王国和山顶士兵的援助所击退。	[83, 90, 96, 65, 50, 60]	74.0	[0.6605739498965285, 0.6372301585567111, 0.9474531398610079, -0.04732479706499497, -0.3577494733264714, -0.17511280410352223]	0.27751169563654315	-0.6503958702087402	0.7118447085311452
1535	During the 1920s the Hubbards repeatedly relocated around the United States and overseas.	20 世纪 20 年代 ， 哈巴兹人多次在美国和海外重新定居。	[77, 81, 78]	78.66666666666667	[0.3345297918201294, 0.7143749288408134, 0.394121204427515]	0.4810086416961526	-0.6779101490974426	0.7564553203347579
1536	Comic fiction author Tom Holt titled one of his novels Djinn Rummy, combining the word jinn with the popular card game Gin Rummy.	漫画作家汤姆霍尔特将吉恩与流行的卡片游戏金伦美结合起来 ， 将他的小说《吉恩伦米》改名为《吉恩伦米》。	[65, 80, 55]	66.66666666666667	[-0.04433070631663208, 0.49755187085832897, -0.5383277163452396]	-0.02836885060118088	-0.6824538707733154	0.9700376164430071
1537	In the central Canadian Arctic, they mainly hunted muskoxen and caribou with bow and arrow, and fished with barbed devices.	在加拿大北极中部 ， 他们主要用弓箭猎杀肌肉和驯鹿 ， 并用带刺装置捕鱼。	[72, 76, 74]	74.0	[-0.1810523537678893, 0.2801890988073962, 0.357766785193922]	0.1523011767444763	-0.6847406029701233	0.6429348217247374
1538	West Virginia borders Pennsylvania and Maryland in the northeast, Virginia in the southeast, Ohio in the northwest, and Kentucky in the southwest.	西弗吉尼亚州与东北的宾夕法尼亚州和马里兰州、东南的弗吉尼亚州、西北的俄亥俄州和西南的肯塔基州接壤。	[85, 98, 90]	91.0	[0.7692553359219949, 1.7216062899858375, 1.1068599784048907]	1.199240534770908	-0.26005491614341736	0.050780803687696
1539	In NE5626, she played NE9390 in NE7637 and NE1504 in NE9926.	NE4390 ， 她在 NE8212 、 NE7160 和 NE508 的 NE2293 扮演了猫女角色。	[27, 34, 19]	26.66666666666667	[-2.3825048588165303, -1.6082034156434533, -2.150691700719312]	-2.047133325059765	-0.4653369784355164	2.7085322555378974
1540	The republicans blamed the royalists for not arriving, while the royalists blamed the Egyptian bombings.	共和党人指责王室成员没有来 ， 而王室成员则指责埃及的爆炸事件。	[92, 78, 83]	84.33333333333333	[1.7361928402167917, 0.3888704848328626, 0.8637244152279738]	0.9962625800925426	-0.531438410282135	0.13326521037435568
1541	The battle between fundamentalists and modernists escalated after World War I, with many modernists seeking less conservative religious faiths.	第一次世界大战后 ， 原教旨主义者和现代主义者之间的战斗升级 ， 许多现代主义者寻求较不保守的宗教信仰。	[81, 87, 83]	83.66666666666667	[0.5518925638710621, 1.2568815417206214, 0.2242715049393286]	0.677681870177004	-0.3782622218132019	0.6641647841646705
1542	Söhngen protested and resigned from the consistory by the end of 1942.	舍恩根提出抗议 ， 并于 1942 年年底退出了议会。	[83, 94, 70]	82.33333333333333	[0.6605739498965285, 0.8361944267961341, 0.20694938671575625]	0.5679059211361396	-0.8613901734352112	0.6933692427545585
1543	Species of the planarian flaNE8978rms actually do become NE8978 new planarians when bisected or split down the middle.	事实上 ， 平面扁虫的物种在被分割或分裂到中间的时候确实变成了NE6001个新的行星。	[33, 32, 33]	32.666666666666664	[-2.056460700740131, -1.7090984291484095, -1.5724456959024644]	-1.7793349419303348	-0.9768073558807372	2.421766958177641
1544	Islam strictly forbids the consumption of reptiles, such as crocodiles and snakes.	伊斯兰教严格禁止食用爬行动物 ， 如鳄鱼和蛇。	[84, 77, 91]	84.0	[0.7149146429092618, 0.49579026321198516, 1.3429420641683172]	0.851215656763188	-0.2535269856452942	0.1547222241736551
1545	During the late May and early June calving season, winds predominate from a southerly quadrant.	在五月下旬和六月上旬的幼崽季节, 风主要来自南方象限.	[81, 70, 54, 85, 65, 75]	71.66666666666667	[0.5518925638710621, -0.4989101299823507, -0.6611136252257679, 0.7794780777281071, 0.4030470858316546, 0.5952234046732395]	0.19493622948265746	-0.5728532671928406	0.6383658734501702
1546	NE2242 day NE9994 and NE6405 visited a pizzeria in NE6204 in NE6678.	有NE1804 ， 让NE2370参观了NE1535上的一个披萨。	[86, 62, 63]	70.33333333333333	[0.8235960289347282, -0.25356146105789196, -0.1452257198215883]	0.1416029493517493	-0.7366802096366882	1.0233905001800434
1547	Loudspeakers play popular songs as well as recitation of mantras by priests.	喇叭演奏流行歌曲以及牧师朗诵咒语.	[76, 78, 74]	76.0	[0.49680301090405343, 0.3888704848328626, 0.09967974176224725]	0.32845107916638777	-0.7805187702178955	0.6591445611966238
1548	A number of private auto rickshaws and jeeps ply between NE8958 to NE9463 and towards NE3103.	在 NE2877 至 NE370 和 NE8726 之间有许多私人汽车和吉普车。	[62, 36, 66]	54.66666666666666	[-0.4805806033708686, -1.5781059946034888, -0.7562259119632937]	-0.9383041699792171	-0.4366437196731568	1.6203323560183533
1549	The first English coffeehouse opened in Oxford in 1650.	第一个英国咖啡馆于 1650 年在牛津开业.	[87, 83, 96]	88.66666666666669	[1.2568815417206214, 0.6605739498965285, 0.9474531398610079]	0.9549695438260528	-0.4255501031875609	0.48277407382928383
1550	Sir Dai Llewellyn, 62, British socialite, bone cancer.	戴勒威林爵士 ， 62 岁 ， 英国社会主义者 ， 骨癌。	[81, 68, 92]	80.33333333333333	[0.5518925638710621, 0.07274199884766593, 1.3970369535708203]	0.6738905054298495	-0.5474967956542969	0.4470432437709083
1551	NE6385 retreated before them from NE997.	NE7767从NE3081撤退。	[80, 63, 61]	68.0	[0.49755187085832897, -0.1452257198215883, -0.13767325268870717]	0.07155096611601118	-0.598782479763031	1.094417959496381
1552	Under Captain NE4914 she sailed from NE5401 on NE699 and arrived at NE4732 on NE7791.	在 NE2590 船长的领导下 ， 她于 NE9608 1 日从 Graves end 启航 ， 于 NE7073 Nelson 。	[69, 80, 70]	73.0	[-0.10019575228173622, 0.5858457238259831, -0.06893881376839353]	0.13890371925861775	-0.36381733417510986	1.0085651094440293
1553	Stern wheelers proved more adaptable than side wheelers for barges.	斯特恩轮子比侧轮子更能适应驳船.	[79, 80, 80]	79.66666666666667	[0.6619343882180614, 0.49755187085832897, 0.6368063513334249]	0.5987642034699384	-0.6615363359451294	0.295435640656026
1554	Decimus Valerius L. f., a vascularius, or maker of bronze vases, from Tusculum.	来自图斯库鲁姆的十进制瓦勒里乌斯 （ Valerius L. f. ） ， 一种吸血鬼或青铜花瓶制造商。	[89, 67, 78]	78.0	[0.9866181079729277, -0.6657981995796614, 0.6397085019357794]	0.3201761367763486	-0.7229192852973938	0.3160254040054894
1555	The new 'Legend Mode' elaborates on the individual prowess of each individual warrior within Dynasty Warriors.	"新的 ""传奇模式"" 阐述了王朝武士中每一位战士的个人才能。"	[80, 56, 73]	69.66666666666667	[0.49755187085832897, -0.5592255841837989, 0.3592493477031927]	0.0991918781259076	-0.6367672085762024	0.8534087242604222
1556	1499 Cabral’s fleet carried a vicar, eight secular priests, and eight Franciscans to Kozhikode, 1499.	1499 年 ， 卡布拉尔的舰队将一名牧师、八名世俗牧师和八名方济各会教徒带到 1499 年的 Kozhikode 。	[75, 73, 85]	77.66666666666667	[0.45931444855410947, 0.11716701976919658, 0.5633807694715094]	0.3799540792649385	-0.3364070653915405	0.7305702808066807
1557	The midgut is short and straight, with the hindgut being longer and coiled.	中肠又短又直, 后部长又卷曲.	[45, 45, 45]	45.0	[-0.6653424219442088, -1.4043723845873328, -1.1228047858348984]	-1.06417319745548	-0.8629098534584045	1.74061926013653
1558	This ends up distracting NE5966 long enough for NE2745 of the other guards to knock her unconscious.	这最后分散了NE3754的注意力 ， 使她的另一个守卫足以打倒她的无意识。	[16, 7, 24]	15.666666666666664	[-2.9802524819565956, -2.0489724284534874, -1.9954939602667836]	-2.3415729568922887	-0.9118348360061646	3.1616073298858147
1559	Staffing passed from diocesan priests and seminarians, to NE5086, and after NE9285 to NE6868.	教士和神学院教士、NE5736以及 NE549的NE9548都有人员配置。	[47, 44, 49]	46.66666666666666	[-1.2956909985618665, -1.055386706123852, -0.9158337278306904]	-1.0889704775054698	-0.7051075100898743	2.193828175494529
1560	Principle eastern facade has a stucco and ashlar finish.	东面主面有凹凸不平的NE7075	[38, 34, 41]	37.66666666666666	[-1.7847572356764654, -1.6082034156434533, -1.1100482367966211]	-1.5010029627055133	-1.3392311334609983	2.28401203701649
1561	And the NE2749 taught that the ministering angels mourned NE2410 with these words of	NE5035教导说 ， 使者用这些话哀伤NE1480。	[52, 43, 34]	43.0	[-0.7001482940988474, -1.5130537706127993, -1.5254403331953177]	-1.2462141326356548	-0.8744421005249023	2.2621650501666455
